references;referenced
777864;564427
943288;215497
14870;671761
1788602;81804
325432;423216
1814502;490186
721413;415342
1677821;210635
1716356;1627759
1658645;541011
1405936;809930
511318;1768435
1721622;867361
1227380;585590
908949;1241505
1119501;1709002
354571;173821
1406868;421533
1150432;1094945
959078;1693729
1439875;649502
36490;1609104
1297928;833112
1632907;1286905
140240;1622774
415342;1048746
946913;1397698
1299715;826409
1602910;1530546
1632907;1788602
796041;1046654
214629;1702607
15548;1337573
1001706;594905
388271;408900
1452476;69894
1363538;770445
1396951;1472156
1032007;1747233
243668;692678
1253067;121829
1403037;954827
620598;16160
257391;189951
1366722;1456491
1693865;880700
37090;883989
603379;723740
1655456;1031492
301193;719760
1632518;11068
1441168;1472156
831355;1632907
93132;358902
1311723;1337573
710537;384603
914322;972797
444631;1482794
1091;1275901
1709287;1089315
1186097;952181
621293;716692
95816;872221
897687;161269
83404;1253067
791645;1494849
224561;1245347
476394;1329644
1221552;719168
1082713;686859
883989;1622774
245881;476394
1026887;444077
1682350;1733407
1564209;1148152
182605;600962
134560;1670048
628729;564427
1221507;107151
1550618;152807
1782287;133010
1214725;1228726
929682;469815
668849;1032800
523061;258555
1371721;1348457
1397698;748915
614894;1337573
356711;354571
1082094;601150
1256473;618247
1172257;147329
756926;1703908
1452876;529914
167889;301193
52888;490200
789711;493438
579573;1703908
745926;1634958
1450348;1699565
1546711;317536
193810;1549602
534850;1713131
833112;901073
1083924;884621
818681;1623823
682106;765817
875626;396328
1040121;579773
446831;144733
1221507;1650738
668708;523061
1292428;374795
1549441;85772
1601902;506156
652320;331231
1448152;336781
1078069;361416
1527892;1226599
190774;144733
1478454;162019
1393252;1494849
1668647;378968
1644630;147329
1127706;901073
652320;1502707
190774;1520693
510479;958059
670472;748915
1586812;1123419
728798;75756
1635677;1194461
583487;610698
671761;612191
1695053;1123419
309773;162256
251746;608367
959509;759219
1074707;234643
1658827;1330140
777864;330977
289271;1397698
883989;1576036
54153;1270031
1508438;621425
6762;1189345
1257742;598832
1124433;162256
490876;1363407
1038253;1699565
1266808;826409
572296;432350
708858;1692996
1321008;826409
316117;485597
1082094;1546718
1127782;1692996
1660204;463804
419665;133010
1396500;674505
1028515;1118428
11895;364042
121829;198536
1803971;1093371
660320;124858
181847;833112
1699565;11068
1227021;1039089
1067598;515036
59226;1281918
808474;748915
1777805;712173
406557;956042
916564;1228401
480945;1143756
630802;853457
1193714;554285
1209436;916564
1709747;1118428
345707;444267
205867;1632518
11895;1228401
660320;1703908
320896;658272
273782;1436831
1124433;1645439
441213;536083
1306805;1452876
1533899;712173
980020;258746
1017296;419665
506435;1019378
273782;1380026
867361;1032800
1656258;193006
950275;754613
1442764;65230
1521513;1010108
742838;1365159
511318;759219
791645;683433
1354317;1475397
355512;117599
73220;957618
608724;1517802
366206;1426774
602342;1352185
630802;905619
422477;163313
897687;1102462
1281918;147329
1114199;1632907
957618;155524
1450088;1796824
1278913;1482794
1692481;1666515
865609;794766
505060;221287
320944;1185599
1552804;1658744
1317116;416007
1385890;1228939
959509;654655
229287;885045
1722903;1347185
1363407;1005427
1036492;1537476
1337573;1658645
1241505;854128
842405;1113407
774334;1736531
1362903;415342
193936;214505
404804;1330140
92058;473070
1807063;93427
1560356;1810899
701070;765817
1036971;356562
1419368;1079039
1354731;716692
311502;1520693
1456491;1619398
706544;24781
449952;562991
770445;363116
1103989;433428
721413;1692996
598789;822699
344196;1139486
1266380;54972
901870;45886
255264;385984
444077;268343
475113;732615
1385890;731109
1245347;905619
1189345;1200926
351505;1673282
216418;1205211
1748150;1475397
338585;1089315
773669;520826
193810;1452422
1072516;1796824
1341542;742838
1280519;1748574
1348457;1235417
1026942;162256
330141;181698
1452476;743434
198227;1769274
155524;573916
1284694;1091
899480;1264496
155814;1086356
914322;1436831
161623;1508438
167261;745926
1361815;238950
1807198;1494232
905619;284492
1326468;1152767
775880;848847
87791;24781
1201854;771098
341636;515036
515036;953868
1436632;155524
1566896;437115
607355;302370
621301;1241505
1803971;685073
1090942;1619398
1396500;352759
490820;505292
1375381;602342
1264496;669531
515036;161269
533918;621301
821061;1799546
1150432;1363407
386281;1431982
878239;1396500
1581815;1411852
256357;1150432
215073;682106
959078;1280519
257391;1530371
148797;809930
1188814;901073
95816;155814
471357;1738682
623325;181847
1529716;1807063
766658;1344391
56467;1221507
1250181;38130
229287;901073
1533899;1148152
1127706;1031492
44505;388271
1794591;901073
1054770;387150
37090;38130
1614983;1593702
1078805;111790
630802;908949
33279;1221507
927670;1364731
607355;787986
1183563;1067598
218636;1378886
1005427;1531151
1390698;730754
74687;758481
257391;1574828
310749;661497
140362;1817027
1658827;15901
695567;184813
1456570;686581
1306805;833112
899173;802089
18993;1032599
1264496;1497272
1201854;529914
375225;237528
652320;959509
549212;52192
1180520;241752
1261299;1103124
717609;161623
1392181;1527892
731109;373515
849468;743434
335626;490876
819435;147329
1337573;880330
1506917;124858
1084323;1249622
574966;1531151
774745;772349
1106904;354571
1664788;1778470
844961;54153
313502;1637245
1807198;1576864
603379;302370
93132;121829
1658645;1084323
718550;1249622
702972;800331
241752;29332
1666476;608367
608567;227494
563542;607982
1560356;958059
503857;1810899
1122808;217021
1623823;1452476
808287;997982
295244;614350
292320;1817027
1437394;703774
1725461;427331
768675;1595122
1015068;1588621
1639614;222770
60318;957618
1307992;1626643
1627762;39294
989187;1333795
1102462;1435983
573567;1127782
769408;686859
609356;1013863
581821;273782
775880;446831
938534;579773
1658385;65220
402670;1431982
1776275;104967
515592;260539
670148;485597
1127706;1693729
1122808;140752
119386;1426774
718313;1803942
1689283;1369647
1469167;598832
1309347;572518
952181;1010108
234643;1214725
672252;1478454
185553;1696001
1244547;773755
518915;762797
878239;1256473
102669;1788602
1249622;1547416
527709;621897
1521201;218636
1017254;837272
959078;515036
171057;39294
1555134;75756
1250848;39294
392408;654655
505060;40133
1596311;1637245
1604742;1131298
1487729;1449437
140204;1602910
441213;162256
808499;1118428
914322;469815
682106;1137530
758850;1228726
288456;876610
327400;702972
215741;1387178
48405;1605552
102669;1714427
217802;1082094
719168;730754
1692481;853273
193054;1527892
808287;1114199
209002;1280519
419665;1813111
1688939;214629
700355;1067598
260313;988813
162019;899173
1549602;429510
1279974;111790
523061;953868
718313;760576
302949;448194
937516;1817027
1156348;1645439
708858;364583
768675;1448195
1709287;1634989
1600357;809930
692678;21805
610698;849475
940157;564427
1197573;808474
1658744;6522
124858;1622774
617844;1766746
1519294;875060
404804;15901
1383945;402670
1024621;582745
1071405;1605552
818681;905619
844961;1700909
1549638;359688
1563857;345707
682106;695700
1297928;1448802
1367335;1228401
1277066;1354731
767501;637774
441213;585590
531080;853457
228692;988004
1725461;918237
1803971;346441
1362903;364042
80570;1472329
1296338;1214725
1396951;1807198
1270624;847042
770445;955581
222770;421533
901870;134560
1484827;313083
297283;1337573
1275641;849468
121047;1020441
1674;1789024
1515229;602342
423216;218636
1415382;1105034
432784;1506273
1382853;652234
1422719;1471507
52192;771098
1529367;1658744
1536770;1382853
792443;628035
237528;279698
1242355;1240319
378968;1538262
1697743;1453065
932773;5411
1089315;170076
1715589;660320
1010600;691667
805263;1411852
877544;1595122
1276130;1114199
1071405;154746
932055;683433
1482588;1047238
878239;1330140
813000;1253126
1299839;28916
35048;759219
804384;1061598
567418;385606
503857;1635677
1633124;1140292
20175;268777
505803;754613
1261299;1544043
335626;800331
1026942;44486
1012494;1092600
444631;1397698
355512;875060
1637245;29521
95708;649712
136660;867361
964162;537828
1321008;1228726
880330;1496982
1486661;1072439
1198182;1799546
921565;164296
227494;1118428
1682202;764940
83404;1114199
1292974;1113407
630671;416007
331548;244475
1235110;1689283
722469;1017254
401435;1224884
35479;745926
1581815;1815832
598801;1177723
118881;1619398
255620;380549
1721467;1352185
1024814;214894
335626;331548
1404390;1788602
389256;1226599
149980;421533
1353223;702972
136819;529914
1569375;1363407
223002;1118428
1365286;433966
24270;133010
1667234;1705659
1705089;1208749
432784;1705659
989187;1770742
287040;773669
733578;1348836
1470692;237528
1362702;223002
1814947;161623
1296853;1538985
562977;515422
210635;940895
1250848;294493
876610;654655
1702607;1363407
188435;957618
538914;75756
368576;1127822
349990;1048746
761799;564427
649712;958059
1817027;985654
1426046;1645939
422477;1114199
1072439;908949
1161143;628035
1286905;1039487
1375381;111790
1131298;398077
575280;372240
895989;1019276
567418;649502
995020;1189345
1794591;1693729
705233;1161143
675534;43565
301193;1154133
1476506;1636364
95068;833112
520826;1385890
1209436;1280519
1352185;1521632
1547990;356562
205867;1062261
1299715;355512
1667187;905619
1295694;1502707
398077;881990
703774;1766699
302949;92058
1614943;451500
1699834;1261299
1096597;121829
352166;1670791
1096597;1519481
1638427;1494849
1221552;1645439
545983;86197
1013863;1333795
1482588;1535111
182605;1568173
1496982;1451898
608367;52888
1057598;853457
852957;1588621
1601417;649502
1292974;1341035
493438;295139
1074404;695700
1697457;910438
1096597;1368903
578238;1354731
1307992;1703908
1712050;1448195
1205211;802089
456073;1475749
65220;533918
1576036;31350
385951;1506273
1501620;994405
1482588;130022
1102462;1619398
731109;1139486
449952;1123136
1531151;1698166
206076;1159246
766658;1330140
1516187;1636364
1496982;1670048
1388;1125027
104967;1606389
957618;1131298
997982;1692996
623325;867361
117599;496663
971366;584305
1054770;1221498
1277066;1418546
1177723;1453948
1027525;473070
193810;1713610
16160;133010
74282;813000
1658744;24270
75067;1159246
1495587;658766
956042;905033
965074;1604202
808474;374795
246555;1605429
1071939;1550618
558544;830421
626168;441213
82554;849468
1329644;1365286
193054;1715145
1034194;880330
236116;1082713
287008;579773
653311;778541
1502707;842405
335544;1118510
658766;1344391
310749;749663
936110;263297
1670791;830421
376474;364042
1396951;1588621
581821;1657854
747610;1223409
1333772;1368903
1487729;121829
161441;686859
292799;1698166
637364;1738682
127103;366206
791175;1446963
1137094;1766699
582745;866687
1071405;1635677
899062;998294
866687;652320
344302;1161795
1594417;1306813
1056348;1520693
1581934;1747233
1038942;539917
773965;1605552
549212;579773
658766;1495587
1449637;317536
305562;95816
331548;355512
1257742;897687
222770;24270
1419645;364042
86197;1039487
1657854;1061598
511601;661497
358902;1557874
770098;1278913
769408;341221
664311;1387178
1552804;770445
237040;723740
1408385;361368
471352;37090
38130;555508
1122808;52192
1625323;732615
967909;497513
104967;535049
1580328;1228726
1817027;1494332
566695;1453948
1392181;1089315
11796;1363407
80570;1426774
146973;356562
1634958;1061598
1693729;1700909
441923;1185599
375225;1264496
511318;1435983
649502;1681560
845840;956042
1291882;1373685
482782;1379113
1815571;1368903
789711;1063894
1738682;490820
1371721;356562
303506;1699565
90294;621425
476394;1453948
1036492;29332
1159246;911753
1091367;1005427
600962;1521201
287040;954827
488010;1736531
800331;75756
573567;885045
1364731;770098
434796;582745
571273;1556219
1803942;1568722
1396500;1713610
1277186;415342
912575;748915
914563;171006
302288;1239507
533285;244475
544543;1257502
607982;1283987
129505;1031492
706759;506156
1556219;6615
1515229;659904
17684;1147978
1748150;212088
742838;1244547
211926;1435983
539917;1312587
932773;1331844
153060;1575397
41593;1031492
1256473;669531
215100;956042
52192;848847
316117;1658744
463804;1165981
1106904;1497272
1487729;1448152
1436632;364042
912575;1810403
985898;787986
258555;209002
1775011;181698
868042;847042
390030;773669
1393918;876431
140362;1426774
610698;1501620
1685597;1453065
1172257;598832
140204;954827
1442736;31350
761799;1369647
539049;1144321
1188814;238950
1366435;405103
718313;856447
258555;1810899
138627;1395487
1273921;891461
832393;1605429
1803971;1575397
1509457;137649
1194496;1788602
210635;193936
159118;818681
1705089;1543681
273782;1613350
1479521;1392181
563542;134560
1178595;1048746
837272;1807063
910438;953868
362434;1637245
844961;419665
1547416;1595122
771098;329271
1456877;1211384
804213;858012
1537167;1681771
692678;535049
395173;1209391
1227380;1442736
67582;778541
671169;1209391
1061858;11895
496663;1378886
1300333;121829
75067;503214
1581292;1613350
1326468;1333795
1632518;819435
669893;1519481
272511;678483
624282;802089
1472067;1469449
1552205;802089
355512;1354317
385572;1549905
538914;1547990
539049;739243
601863;1557874
1449437;815469
1535111;1017254
1194461;1455769
1424933;628035
1295707;1519481
1756334;1668647
1366829;755721
1479521;845840
527709;901073
144733;1228939
134560;12993
1586417;822868
700355;1022019
706544;901870
583487;1241505
269276;108390
657635;147329
1173719;562977
987013;997982
13205;1201017
1665332;783033
670472;111790
396328;505947
60318;506156
1562509;594905
1363538;52192
209002;800331
496663;12993
800331;147329
852957;1348836
81804;1637245
716692;1005427
1287788;1645439
107151;1086356
325432;1581815
1103071;1040444
40380;148875
181698;1688
914608;297972
385606;1005427
742838;27301
686581;653311
505947;85772
184813;819435
1017447;358902
382276;691667
490820;994405
444077;905619
1666476;652320
440308;1788602
1571182;1472156
813000;1536811
1071405;164549
1515215;582745
866687;1448546
284180;657635
535049;1397698
566695;567418
326138;133010
199007;521312
1150432;806442
1702607;1279974
826409;1249308
661497;373515
777721;988004
419665;1017296
636784;85772
1797556;1574828
658272;1810899
269276;1039487
881990;1344391
1240319;957618
313083;731271
155019;476394
728297;1426774
1519294;237528
762790;884621
600962;313083
1705659;155524
759149;234105
886613;1152767
1270031;1495587
758481;291511
715329;246542
1297928;661497
36490;758850
1535012;352759
1549905;1194461
1239202;872221
247967;867361
775384;1752984
441213;738913
356562;230160
127103;1256473
1032426;767593
1714427;1679810
73508;189951
226082;771098
187573;826409
360435;1031492
756926;1027884
652103;1475749
1000462;1079039
1405747;418632
1367335;149844
1072499;1536770
562665;1677821
1632907;1296338
1148152;354571
722158;1556219
487783;604005
820964;1457765
940895;659904
608724;1369647
805263;1248930
234105;515422
1363491;830421
336781;1001706
402724;1431982
183860;1348836
1569375;891461
1416591;338585
282544;1645939
95068;1448639
826409;1373685
6154;1027884
1250848;1024814
649502;1056348
1586710;27301
1698166;144733
1326065;1340811
1162061;385572
1769274;1650738
1552205;249145
1026887;210635
1269823;1280519
1122808;852874
245206;1147978
914608;1436831
192821;270373
987013;716692
1782287;1449437
1388;1636364
149980;1270031
119821;56467
222770;760576
40845;1239202
255264;1361815
756926;266910
351505;709763
700355;688835
734514;520826
1250181;449364
1156348;956042
1270624;1605552
1378886;1510428
1622774;1027884
1697743;1333795
846391;1214725
164784;819435
719760;1123136
1713610;74687
234643;270373
301193;712173
1448152;959509
336781;946913
1268277;385606
287040;1563857
929837;29332
1537870;1424008
950275;1395487
1188814;872221
718550;1712050
652320;33279
597714;1385890
1210970;670148
772901;1309347
1096597;610698
398591;1330140
876431;154746
649502;1766746
45886;418632
804384;1635677
1371721;1469167
1469167;243668
37090;1348836
648385;364042
1040444;628729
210635;1152767
154746;1655064
1815571;1047238
172223;490876
1091367;536083
309476;1205211
1576099;955581
1524040;1453948
603379;65517
930596;1056348
1639614;1032800
853457;31350
929966;637774
1383945;1777805
1698166;273782
1280519;1344391
161623;1549602
767501;305562
1038253;1543681
493438;129505
533285;1472329
13407;1614983
670148;1658744
657635;1547990
1474627;187573
1259022;1131298
1698766;1453948
1474627;1278913
52888;1307992
547392;335626
964096;515036
1546852;154746
1471507;997982
1233378;1337573
772901;21951
1272897;1669943
272675;5781
284180;1286905
435147;880700
573916;687619
1280042;941119
628729;422477
1513246;512839
1655064;1588621
1768292;297283
783033;1565496
938534;865609
1201854;193006
1421983;1250181
1017985;1495587
1606389;1147978
108390;1768292
502452;1667187
1513246;258555
140362;719011
341636;686859
1244547;1696001
320786;243668
335544;1047238
795791;1301044
858943;460995
971366;856447
1480935;566695
764940;1330140
1781265;1177723
1599876;1588621
842405;848072
1327162;820964
230160;1538985
1563810;243668
511601;1813111
1527892;1788602
1474208;189951
188435;506156
1347062;1697743
511601;749663
905033;637774
1132564;458772
1291450;506156
767501;1137975
1011709;654655
408374;27301
41674;626168
563404;872221
773965;1221552
284492;998294
600962;558617
1533899;731271
1622774;1226599
94238;1159246
1689283;1010108
360435;1255550
1249270;129505
865632;1114199
385951;1568722
628729;92058
1123419;184619
1756334;136660
224492;523061
1516187;603151
37090;1216380
295139;398077
1698766;187573
653893;1595122
1700909;523061
669799;31350
767593;621425
1534384;614350
43929;958059
1564209;268343
669893;1520693
1221552;1515215
585167;840705
820964;1249308
1705089;1292837
1457765;1366722
1472329;268983
1581934;1469167
1722903;20175
119386;986644
529914;1520693
189951;1713610
345137;1333795
1544043;1569375
433428;1605552
1676423;1817027
21805;1667187
1622774;1650738
957139;1452476
1071939;767501
607355;197896
1609104;188435
1216968;351505
788572;1637245
1815571;707638
756926;668849
120828;54153
804141;778541
1102462;1452422
65230;1667187
1253126;73508
1497272;111790
505143;695700
1417976;1048746
1792112;1317116
933276;573701
220998;415342
1020441;1223409
1309515;972195
464794;539040
937516;686581
138209;378968
1695053;849468
604005;1431982
791572;314725
1581815;465329
567418;1460658
170076;1769274
193054;955143
1529367;867361
72147;1086356
1777938;1418546
1249308;880330
433428;1419645
1012494;1420181
217368;837272
695317;1163984
1452476;759149
1306187;92058
1605645;658272
362434;554285
1321008;523061
336781;598832
921565;653893
770946;1250181
808474;398077
608567;1208749
482782;1766988
723740;837272
707638;1803942
505060;1373283
1067598;440308
852874;1502707
1392181;11779
621897;573701
153060;11895
1581160;695700
40380;39294
1466306;621425
1610527;154746
907500;961605
1161795;1549602
1560863;41593
1452876;731109
188688;1684067
701070;152372
1380026;1781265
1017447;121829
1604202;957618
1253601;215497
685547;880330
278968;602342
512839;1306805
1448639;86197
232572;905619
326138;39294
378968;1114802
1534806;1478454
683433;1684067
1581815;1395487
153917;505292
1348457;497513
335626;1681771
1541341;349990
1676423;759219
850732;840705
164296;184619
1517195;1448639
298915;305562
1045904;653311
964162;155524
161441;1006438
170076;372240
748915;1538985
1188814;1453948
1127782;335544
155524;117599
930596;271214
1341542;1557031
1487729;266910
578238;789711
164942;1666719
456073;41593
557480;910438
1286905;669531
1174532;1268192
1406246;330141
330977;1637245
702972;1301044
287040;40380
1585681;1248930
1104220;210635
172223;1344391
912575;602342
1291882;1032800
1224371;385606
1145009;223055
1396951;295244
1689283;1366435
1028515;940157
911753;918237
1722903;1089315
1666515;659904
476394;1330140
302288;444631
1264496;1515215
1666515;155524
1189345;71126
425490;154746
449952;1127706
1397698;511208
1082759;1546852
1709287;1607723
511601;1250181
1259022;397387
1670048;1404390
1733407;270373
224492;686581
766658;1127782
762797;1768435
1180520;5411
1689283;953868
1006438;1789024
788572;356562
1250181;1467391
1292428;1789024
620598;1253126
1284694;258555
1039100;1679128
878239;1223409
354644;1105437
1497272;313083
1520693;849468
140240;1692481
1682350;144733
844961;731271
55078;1713610
243668;1715145
538914;848847
1485153;1306805
644890;1093371
1448639;1353487
1693126;901073
1244547;1253126
1557874;444077
717609;658766
1028515;1363491
1032426;955143
130022;5781
876610;1114802
1606389;1366722
608367;1165981
256357;1228726
608567;1789024
806442;946913
402670;1689283
1428698;293295
1625323;773669
1668647;1441168
1257742;669531
434796;206076
658766;901870
866687;1636364
1533899;49843
1632847;930596
21951;1613350
288456;607355
1139486;92058
163313;85772
719168;562977
1693865;11068
1335738;163313
775502;1112477
885045;602342
1304089;762797
583487;31350
564427;1689216
1028584;880700
313083;1576036
899480;223960
57330;92058
1399713;953868
664311;433966
1681771;1354731
58261;258555
1810403;1218527
385984;867563
1331844;137780
1462352;237528
1002565;211926
1348836;395173
1150432;1280519
44505;1028584
1296853;954827
1666719;490876
1393918;1636364
445523;17684
487783;499848
1581292;1366722
789508;809930
1078554;882228
1274721;1005427
1684067;227494
1148152;1125027
1032800;1714427
1296112;809930
1682350;137780
435147;536083
921565;972797
352166;474464
1096736;415342
922595;1089315
185553;1593702
1469167;385606
1292837;986644
833910;1586417
292799;755721
176264;1449437
541011;62477
1082094;573701
1100958;1208749
41674;1535012
354644;1699565
722469;1268192
405529;1373685
781991;955143
916564;1327342
108831;978071
1105034;787986
950275;822868
708858;12993
848696;1436831
1178595;603379
564427;1331844
1770975;1383945
1721622;1692996
240820;1228726
1601902;705233
1047238;1520693
601863;1269501
1281047;1228939
1535111;1089315
769408;1666719
220776;502452
1022019;1144321
423593;661497
1549602;716692
458772;1329644
358902;476394
1677821;1658827
1074707;140240
1446963;422477
1344525;1395487
1552205;880700
876431;1537476
512839;1736531
296862;1307349
1536250;449364
73508;914608
354571;1363407
15548;1613350
1666515;273782
1770742;573916
518915;1713610
1636197;1515215
65230;964096
1455769;1096736
988004;603379
769826;208772
227494;961605
1291882;72095
1810403;607355
774745;605621
3787;882228
1220604;1549602
490820;1139486
75756;164942
880330;493438
1571182;796746
302288;997982
1669984;988455
974689;1095886
883989;402670
1788602;31350
1266380;1026887
149844;1348457
77161;1655577
1673282;223960
692179;833910
1666515;895989
1161143;414512
1667187;941119
1177723;1029012
1552804;1549602
5781;1114802
1240813;1161143
399837;1769274
608567;268983
773965;716692
359688;364042
544946;56467
686581;1022019
1506917;1032800
849475;652320
956042;78484
1448152;1348457
683433;1411852
916564;212029
65517;38130
1274721;1497272
1277186;1670048
88169;1243554
630671;716692
1634958;71126
161955;1725461
1373685;511208
1363538;848072
1536770;499848
1616176;1010108
252754;767501
1451898;65220
1555794;976710
1657854;167261
1070386;1348457
313239;1032599
600256;1703908
1476190;364583
914563;1444155
1530371;1422719
628729;373515
304184;60318
745926;1040444
1408385;946913
1616821;1799546
430170;211926
940157;40380
1163984;1275901
1709287;1555134
1788602;392052
1472067;39294
1707499;1095886
336255;618979
229333;108831
1552804;1676423
1450088;826519
1645932;692179
44486;6615
856447;954827
1427644;52192
43565;74687
759149;243668
1257266;822868
1530371;1756334
1546852;1161795
255264;401435
308747;1446963
914608;148797
1040463;344302
153873;477134
1032599;161269
1788892;1475560
407910;1700909
854128;680940
1535012;1485153
1803942;449364
241752;1452876
297283;905794
403334;1527892
1188814;1240311
1300333;1546711
336781;1606389
444077;193054
1082759;1724306
1621029;223960
955143;38130
270373;1610527
564427;1147978
1086356;421533
1424933;74721
1306187;1027884
1230471;474464
1319706;15901
267728;16160
469815;1549441
775384;49268
294493;1769274
212029;221287
767427;1240311
760576;284492
1235110;1817027
215274;75067
291511;1622774
1154133;1444155
760576;214505
480214;985898
723740;398077
636784;707638
1766699;1395493
1810017;1019378
1317116;1709002
1781377;147329
670472;961605
39294;1344391
1452422;137649
1026942;66914
1363538;378968
1189345;695700
1451898;240820
708858;754613
6522;234105
214629;448194
24781;1057598
372240;1145009
15901;52888
336781;128280
1410082;749663
535179;1223409
1240311;1552804
1524040;686859
117599;1658645
401217;317536
1442736;1280042
1223409;1681560
1143756;1378886
147329;243668
129505;1278913
610698;317670
935063;570361
416007;133010
1536811;6154
700355;24781
223002;72147
1603316;759219
774334;21951
1674;6762
87791;1189345
222770;1469449
771368;850732
267728;1660204
1517195;1161795
415342;843123
149980;314725
597714;672252
722158;1478454
511601;1688
1655577;1538262
773737;998294
1366829;1535012
585590;791175
1046654;1365286
1435983;1495587
918870;652234
163357;505060
579573;1634958
274954;273782
1606389;182605
249145;1814502
1789024;56467
880330;789711
728798;1588621
954605;778541
214505;473070
685547;1803942
1127706;1502707
826409;720048
445474;1550618
1477903;1495587
236829;659904
1424318;506156
931202;558092
529914;1143756
734514;193554
366206;1028584
451916;1515215
1091367;1630115
1150432;335626
451500;1422719
875054;455583
249145;1768435
94496;1536770
605621;1747233
1211384;181847
1477903;1462352
1086253;408900
1362128;1475397
512839;1712050
1688;1792183
24781;40380
358902;1288969
437115;39294
878239;1658827
2431;305562
1692687;1118428
1477903;433428
1174532;1275901
380549;1040444
252915;803423
872221;670148
1574828;181847
1227380;1813111
49268;1788602
208772;833112
989627;1527533
618247;679325
1296338;1448029
1770742;490186
1268277;1460658
316834;1223409
185553;1163338
505434;709763
767501;1312587
1549602;743434
795791;901073
31888;637774
1403037;164367
263297;1535111
1072439;1681560
308747;1147632
1552663;37090
579991;601150
1448152;1605429
309696;378968
1616821;1416591
316117;1660204
955143;193006
451916;956042
67582;570361
710537;260539
1184209;583487
177064;210635
195760;40133
1417976;474464
681007;759219
146973;87791
1699467;309773
775384;373515
806442;972797
1698728;1606389
1695053;731271
832393;375225
1533899;372240
1396500;192638
460272;1307349
1510428;614350
1363407;163313
338585;1555134
335626;1223409
404804;1446963
952181;1707499
56467;848847
1317116;1424008
1456321;1778470
880330;298915
1475397;209002
1501825;761799
11796;404804
1189345;819435
837272;805263
345707;1131298
360864;416007
287040;1226599
326138;1688
474464;189951
765817;1292837
214505;153873
392885;1707342
584704;809930
1609104;193810
791572;819435
344829;1399713
813000;1327342
755599;354571
1325840;1538985
1480935;997982
668849;344302
1699467;405103
964162;1456321
1472156;852449
1090942;809930
911753;1072499
1071405;1424008
1077251;1309347
1354317;29332
1194496;121829
743434;901073
215073;670148
1560356;1703908
1403418;1424933
613737;187573
72147;1494849
490820;1658744
772901;375225
155814;886613
609356;1429480
48405;344829
28916;731109
237040;364042
220776;15901
1391546;473870
1345177;985898
392408;155524
1668647;95816
473070;28916
58261;144733
29332;505558
224561;1032800
49843;1240319
445474;1454243
188688;317670
226082;482782
164296;707638
1132564;1527892
621293;1194461
971366;37090
429510;598789
1257266;244475
1200926;669531
215364;270373
473870;1677821
88169;512839
379174;539917
1708665;1588621
946913;414512
1268277;1581815
1299839;1573833
954605;1201017
223055;1550618
1281918;1546852
756926;1091
159256;1253126
1218527;1031492
161955;679924
1625323;628035
1302035;579573
1794591;224492
1411852;356512
389256;916140
1104220;515422
375225;1380026
40399;237421
360435;1344391
1605645;148797
767593;1453065
608724;1366435
557480;649502
1405747;796041
171057;373515
215741;351505
90294;1474627
731109;1450348
1814947;40133
671761;1253720
277504;1366435
220998;1451898
11068;1525688
82554;688835
791175;1692481
1082759;6762
1668647;1197573
1771662;1248930
1604754;899480
1349526;260539
1478454;1568173
1470373;850732
1544043;774743
313083;905619
609973;1613350
807719;331548
1119309;607982
549212;173821
238950;258555
1747233;75756
1362128;1078805
1655577;1714427
1715145;37090
1692481;562977
1813111;806442
382143;152807
511601;184619
320944;719760
1679810;796041
1369647;1189345
654655;607982
1810899;243668
707638;1469449
1696001;236829
1124433;39294
1632518;1471507
1393469;31350
959509;415342
1024621;1451898
490186;1456321
398077;415342
912575;558617
1001706;876431
193006;652234
589191;880330
215741;997982
193936;335626
762797;31350
602342;210635
1093371;1632907
1032007;35048
11068;38130
658766;818681
1660303;983431
791645;1670791
515592;122273
506323;754613
1605931;1549905
21456;767593
1484282;212088
95816;471352
1596311;1527892
610275;1700909
693747;714243
1061598;734514
501892;56467
1427644;579773
1530371;679924
38130;490876
607355;621425
8763;1366435
1243554;539040
850732;6154
1688;154746
288456;184619
1119309;302288
1521632;1543681
6154;1147305
1345177;1253795
1555134;476394
983431;24781
5781;52192
766658;1103655
1267893;1434443
1484282;1605552
35878;1472156
1649711;303506
559767;1778470
1122808;442490
1228401;1083924
1077251;52584
475113;384603
1352185;658766
972797;1666719
1645932;820964
193554;344302
214894;1581016
809930;149980
1808105;1696001
1224371;1460658
901073;260539
272511;291511
1184209;1106904
473070;985035
1015068;497513
955581;813000
1605552;1205211
1546711;957618
1161795;437115
748915;608567
545983;901870
1442736;161269
1012494;243668
364583;821061
523061;1667234
959509;538914
1568173;1788602
192821;385606
1442764;626168
355512;1270624
985654;848847
1798268;1369647
729752;1506917
257391;1240319
809930;761799
585590;1347185
571273;433966
954689;1768292
1529367;344196
403334;731109
1127822;192912
1472329;1015068
210635;1194496
1031492;1527533
388271;760576
1549602;1422719
1017985;1240319
573701;1047238
1636197;1469449
1228726;330977
12993;1395487
598832;1569375
972797;1595122
21951;1032599
1327342;221287
1427644;1778470
1563810;1658645
665341;649712
952181;444267
181698;600256
770946;1506917
624282;162256
1132564;621898
1564209;1614943
211926;1713610
1086356;1061598
633195;1527533
1103071;1569375
1137530;1374109
1026942;1364731
216418;163313
1446963;1650738
1536811;1696001
13407;1396951
1455769;1194461
1362702;1028584
1423516;1569375
