id;name;org
71276834;Terry E. Weymouth;臨床工学科
1974967662;Rudolf Ferenc;Barcelona Media Innovation Centre, planta, Barcelona#TAB#
2248292239;Hélène Kirchner;Taibah University
2003525513;Umar Shoaib;Nihon University.
2527167101;Philippe Salembier;Charité Universitätsmedizin
1847390017;DaeHun Nyang;Universidade Federal de Mato Grosso, Cuiabá, MT, Brazil
1820775731;Elisa Tosello;ENS Cachan
2125876322;Lili Sun;"Dept. of Computer Science, Yale Univ.;"
2755687588;Daehyun Ryu;Institute of Computer Science University of Silesia Sosnowiec, Poland
2174382177;Mianzhu Yi;the Chinese University of Hong Kong
2640608508;Yuming Zhao;Diehl Defence GmbH & Co. KG
2125104194;Philip S. Yu;Department of Biology, University of Florida#TAB#
1996714504;Ravi S. Sandhu;Kunming University of Science, and Technology
2157373250;Nurjahan Begum;"University of Illinois at Urbana Champaign;"
1991863171;Loredana Zollo;KU Leuven,
2487545926;Sine Viesmose Birch;Graduate Program in Applied Informatics, University of Fortaleza(UNIFOR), Fortaleza, Brazil#TAB#
2148112450;André Mariën;Department of Information Technology, National Institute of Technology, Durgapur, West Bengal, India
1988561859;Luca Vezzadini;University of Duisburg‑Essen
2058696315;Maryia Kazakevich;Christ University, Bangalore, India#TAB#
2151190581;Thomas Kunkel;national Cheng Kung University
2129447587;Jon T. Butler;Honorary Visiting Professor, Center for Soft Computing Research, Indian Statistical Institute, Kolkata, India & UGC Visiting Professor, Centre for Cognitive Science Jadavpur University, Kolkat ...#TAB#
2206745903;Mitchell Whitelaw;Slovak University of Technology Bratislava
257184081;Leidia Martel-Monagas;Dept. of Computer Science and Technology, Tsinghua University, Beijing China
2154536949;Zhongchao Shi;College of Applied Science, Taiyuan University of Science and Technology, Taiyuan, China
2711809541;John R. Wallis;Bibliotheque National de France#TAB#
1939304288;Olga Štěpánková;Machine Vision Group, Infotech Oulu University of Oulu, Finland
2400571990;Petter Gustad;Cognitive Interaction Technology, Center of Excellence, Bielefeld University, Bielefeld, Germany and Graduate School of Engineering, Osaka University, Suita, Osaka, Japan#TAB#
2168404780;Setsuo Yokoyama;Texas A and M University#TAB#
2422424491;Hengky Susanto;Technische Universität, München, Germany
2983272388;Georges Edouard Kouamou;Purdue University, Krannert Graduate School of Management, West Lafayette, IN 47907, USA and e-enterprise Center, Purdue University, West Lafayette, IN 47907, USA kemal@mgmt.purdue.edu#TAB#
2695526412;Paolo Massazza;ABB Corporate Research Germany, Germany#TAB#
2266461840;Ezz Hattab;臨床工学科
2151103087;Catalin David;liaoning technical university
2940780683;Sebastian Meier;Deutsches Forschungszentrum für Künstliclie Intelligenz GmbH, Saarbrucken 11, Germany#TAB#
2121563328;Anni-Yasmin Turhan;Ecole de technologie superieure, Montreal, CANADA
2136680303;Gregor Engels;Universität Osnabrück
7476036;Kalina Bontcheva;Chonbuk National Univ
2099576825;F. Wilhelm Bruns;Nanjing Normal University
2500968198;Prasad Rao;university of Silesia
2564669815;Jill-Jênn Vie;The University of Queensland
2572028590;Leticia Hernández;Method Park Management GmbH
2802897781;T Inoue;University of Augsburg, Sustainable Operations and Logistics
2104506919;S. Ross;Artois University
227293407;Tero Päivärinta;Department of Industrial Design, Chang Gung University, TaoYuan, Taiwan
852303700;Diana Zaiu Inkpen;Hitachi Dublin Laboratory, Trinity College, Dublin 2, Ireland#TAB#
2609673638;Gavino Paddeu;Cornell University, Department of Design and Environmental Analysis, College of Human Ecology, Ithaca, NY#TAB#
2703257624;Svetan M. Ratchev;CSEM SA
1925768378;Niels Peek;University of Massachusetts,Boston
2973786272;John R. Punin;*University of Texas at Dallas,
2775942881;Christopher Stewart;Center for Human-Computer Interaction, The Pennsylvania State University, University Park, Pennsylvania
2974599119;Samuel C. Lee;Institut de Physique du Globe de Paris (IPGP), Saint Maure, France
2110933272;Edgar A. Whitley;IIIA-CSIC, Institut d’Investigació en Intel.ligència Artificial
2162036314;Peter C. Nelson;Department of Computing, University of Bradford, West Yorkshire, UK
2512075880;Bin Gu;Universiti Malaysia Sabah
2131933706;Markus Berndt;Computer Vision Laboratory, ETH, Zürich, Switzerland#TAB#
2635345157;Günter Schmitt;Universidade Federal Fluminense,
2646262306;On-Ching Yue;Inha University
2917431431;So Hyang Ko;KIN Center for Digital Innovation
2402493111;Roland Zimbel;Department of Biomedical Engineering and Computational Science, Aalto University, Finland
2695991943;HamidReza Haydari;TU Ilmenau#TAB#
2507704836;J. Pinheiro;York University
2105991235;Ngoc Do;Chongqing Jiaotong University
756122464;Ebrahim Bagheri;University of Bremen
2689433443;Jay Bayne;School of Engineering at Jönköping University
2579189985;Shigeru Tazaki;University of Kent
1967787365;René Krenz;Wuhan University of Technology Wuhan Hubei China
2168418581;William L. Hawley;Dept. of Computing Science, University of Alberta, Edmonton Alberta, Canada#TAB#
2117738327;Arjita Ghosh;Università della Calabria
2096075103;Georg Hartmann;Laboratoire des Signaux et Systèmes (LSS), Université de Versailles-St-Quentin, Gif-sur-Yvette cedex, France
2154656435;Raphael Volz;Departamento de Computación, FCEyN, Universidad de Buenos Aires and CONICET, Buenos Aires, Argentina#TAB#
2114894342;E. Stewart Lee;Media Arts & Design, University of Canberra, Canberra, Australia#TAB#
2405010942;Jeff Horvath;Department of Information, Engineering and Communications, University of Murcia, Spain#TAB#
2023937925;Gudula Rünger;University of Debrecen
2947455630;Ying Li;The Pennsylvania State University
2310663086;Hermann Meuth;Dept. of Biological Structure, University of Washington, Seattle, WA, USA, Dept. of Medical & Biological Informatics, University of Washington, Seattle, WA#TAB#
2973452925;Ljubisa A. Stankovic;ETH Zürich
2632814629;Cynthia Hood;Beijing Technology and Business University
2757395539;Dawei Xiao;Universite Paul Sabatier
2429516772;Davor Petrinovic;ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE (ETRI)
2986220021;Michelle P. Steves;SPMS, Nanyang Technological University, Singapore
2197689560;Robert de Simone;Siemens Corp., Corporate Technology
2100168392;Stefan Böttcher;Department of Computer Science, University of Science and Technology of China, Hefei, China
2123038520;Joost Wauters;The Center for Healthcare Industry Performance Studies, Columbus, U.S.A
1971405447;Yoshihiro Sekiguchi;Carleton University.
2133195677;Yibing Tan;College of Mathematics and Statistics, Wuhan University, Wuhan, China#TAB#
2136197840;Lianghao Li;"National Institute For Space Research; São José dos Campos Brazil"
2109317405;Peter Beck;Mondragon University
1063590995;Giannis Varelas;Department of Computer Science, UCLA, USA and Department of Mathematics, UCLA#TAB#
2108178048;Philipp Marcus;Institute for Integrated Systems, Technische Universität München, Munich, Germany
2105613799;Widmer Bland;"Jadavpur University;"
2042407306;Leoncio Ibarra-Martinez;, University of Memphis
2230604644;Hirofumi Yamamoto;University of Göttingen
2170855474;Parul Tomar;Technical University of Crete
2780703061;Nick Gotts;University of Augsburg, Production and Supply Chain Management
2338523380;Allan Bonadio;Center for Computational Imaging & Simulation Technologies in Biomedicine, Universitat Pompeu Fabra and CIBER-BBN, Barcelona, Spain,Department of Mechanical Engineering, University of Sheffiel ...#TAB#
2126159106;Chun-Po Yin;Kenan Systems Corporation
2014929767;Samer A. Faraj;University of Boras#TAB#
2088858762;Heiner Stuckenschmidt;(University of Rhode Island)
2483115839;Tae-Hyun Kim;Osaka University,Toyonaka
2743955160;Peter Leydekkers;Christ University, Bangalore, India#TAB#
2149763091;Anne Schlicht;Institute of Robotics and Mechatronics, DLR / German Aerospace Center, Germany
2893740186;Yasmin B. Kafai;Princeton University *
2150075510;Michael D. Mitchell;Research and Technology, Grundfos Management A/S
1532539530;Thomas Molka;Vilnius University
2017199146;Eric Kow;Dept. of Computer Science and Engineering, UC Riverside, CA
2053350202;Sam Heard;Philips Research#TAB#
2096573134;Douglas B. Moran;Marketing Center Münster, University of Münster, Münster, Germany#TAB#
2781375529;Markus Gipp;Sun Yat-Sen University
2345033222;Martin Braun;St. Petersburg Institute for Informatics and Automation
2669915849;Aurélio Assis;Universidade de Coimbra, Informática, Coimbra, Portugal#TAB#
2478422348;Shihua Zhou;Polytechnic University of Valencia
2234427516;Lucas Holden;Computer Science Department, Stanford University Stanford, California#TAB#
2479772581;Liqiang Zhang;Purdue University
2941087416;Jochen Wild;liaoning technical university
2603683081;Peter I. P. Boulton;Departments of Radiology and Biomedical Engineering, Northwestern University, Chicago#TAB#
2610055576;Herbert Kuchen;Universitat Politècnica de Catalunya, Spain, University of Leicester, UK#TAB#
17893755;Janno von Stülpnagel;Department of Engineering Science
2798424333;Christopher Henderson;RIO DE JANEIRO STATE UNIVERSITY
2102604261;Emad Mohamed;"""University of California, Berkeley"""
2499673670;Thomas Saunders;Department of Computer Science and HIIT, University of Helsinki, Finland.
2620432662;Bianca D’Agostinis;Department of mechanical and Aeronautical Engineering, University of California - Davis, USA
2008900193;Janet Wesson;Nat. Inst. of Informatics, Tokyo, Japan
2119358681;Henrique M. G. Martins;Faculty of Science, Kochi University, Japan#TAB#
1900333666;Petko Valtchev;The Hong Kong Polytechnic University
2146216389;Emre C. Sezer;National Tsing Hua University, Hsin chu, Taiwan#TAB#
2689909520;Yidong Chen;University of Duisburg‑Essen
2306824899;Madanlal Musuvathi;Cognitive Robotics Lab, Control and Intelligent Processing Center of Excellence, School of ECE., College of Eng., Univ. of Tehran, Iran
2655858570;Hongji Yang;Hebei United University
2170578998;Sankalp Khanna;SAP Research Darmstadt
2800496070;K Sigitani;Department of Organizational Leadership and Strategy, Brigham Young University
2232636173;V. Mani;Stockholm University
2150918036;Toru Mukai;Umist
2195788828;Mehdi Ammi;Yunnan University
381932430;S. Palanivel;University of Mannheim#TAB#
2124071272;Michael Petter;Delhi Technological Univ.
2170436370;Emilie W. Gould;Northeastern University, Boston,
2519402967;Liang Yu;Bielefeld University
2662118813;Kurt Ammon;DEIS - University of Bologna, Bologna - Italy
2123954037;Larry S. Davis;University of Bremen, University of Münster, Germany#TAB#
2130387140;Horacio Franco;Technical University of Łódź
2147779349;Alejandro F. Frangi;Universidade Federal Fluminense,
339007039;Guido Sciavicco;Department of Computer Science and HIIT, University of Helsinki, Finland.
2047722776;Sara C. Madeira;National Taiwan Normal University ,
2066027200;Jürgen te Vrugt;Warsaw University of Technology
2170496156;Maurizio Carlini;Universität Heidelberg, Heidelberg, Germany
2505290037;Martin G. Roberts;University of West Bohemia
244474101;Steven Gianvecchio;University of Western , Australia
2101747962;Samee Ullah Khan;, IIT Bombay#TAB#
2053386456;Ramya Prabhakar;Rotman Research Institute, Baycrest#TAB#
2103124409;Gilles Boulianne;Information Technologies Department, University of Huelva, Huelva, Spain
2047776812;Ameen Abu-Hanna;Complutense University of Madrid
2103882821;Akihiko Goto;Aeronautics Institute of Technology (ITA)
2789274179;Mohamed Naimi;Synopsys, India
2643928059;Hiltrud Westram;Technische Universität Braunschweig
2983961898;Peter Jones;University of Rijeka
2944992000;Li Ma;Tokyo Inst. of tech.
2496671443;Masahiko Yamada;Analysis, perception and recognition of speech
2011582729;Thomas Martin Deserno;LAFORIA-IBP-CNRS, Université Paris VI − 4, Place Jussieu, 75252 Paris Cedex 05 - FRANCE
2148203392;Cláudio Teixeira;University of Duisburg-Essen and Locoslab GmbH
2034632547;Karl-Heinz Krempels;University of Mannheim#TAB#
187949642;María Fernández-Ropero;臨床工学科
2676138861;Seddik Khemaissia;Harbin Institute of technology
2132744973;Artur Caetano;Universität Osnabrück
2558250323;John Neil Martin;*Oxford Brookes University.
683941801;Philip R. O. Payne;Fukuoka Institute of Technology (FIT)#TAB#
2662582322;Jangju Kim;Motorola
2596517932;Enzo Ferrante;NITK
2250149859;Krzysztof Mianowski;ABB Corporate Research Germany, Germany#TAB#
320861845;Bruno A. Gaëta;Honorary Visiting Professor, Center for Soft Computing Research, Indian Statistical Institute, Kolkata, India & UGC Visiting Professor, Centre for Cognitive Science Jadavpur University, Kolkat ...#TAB#
2485495134;Edgar Sommer;Computer Science Department, Stanford University Stanford, California#TAB#
2641181962;Gregor Meyer;L3S Research Center, Hannover, Germany#TAB#
2061116030;Judith Kelner;University of Tokyo
2067869096;Frédéric Boniol;CNR, Area della Ricerca
2068158370;Emanuele Crisostomi;University of New South Wales<br />
2662807378;Robert E. Chaney;*University of Texas at Dallas,
2149351314;Nathalie Harder;CETIR Centre Mèdic, Barcelona, Spain#TAB#
2127038590;Jianzhuang Liu;Department of Health Administration, Tzu Chi College of Technology, Hualien, Taiwan, R.O.C
2166284823;Xiaoou Tang;Karadeniz Technical Univ.
2099296433;Hsiu-Chia Ko;Laboratory of Image Processing and Radiation, University of Sciences and Technology Houari Boumedien, Bab Ezzouar, Algeria
2559475656;Uwe Ahlfeld;Computer Science and Engineering, University of Washington, Seattle, WA
1964653246;Thierry Laliberté;Seowon University
2127270539;Yanhui Gu;Synopsys, India
2135459124;Miguel Barron;Intel Corporation, Israel Development Center, Haifa, Israel#TAB#
2667307542;Zaojian Zou;Rotman Research Institute, Baycrest#TAB#
2051416669;Antonie Koetsier;Convergence of IT Devices Institute Busan
213228041;Enrique S. Quintana-Ortí;() Lancaster University
2100123209;Jidi Zhao;University of Muenster, Germany.
2629407886;Bo Li;NITK
2128134587;Mizue Kayama;National University of Singapore
2163759121;Shao Ying Zhu;School of Industrial Engineering, Purdue University, West Lafayette, USA IN 47907#TAB#
119177627;Tibor Csendes;Utrecht University, Utrecht, the Netherlands
2663056000;Zixue Cheng;Microsoft Research, Asia, China
1978347994;Jan Skapa;Yunnan University
2116703811;Evan K. Wallace;Poste Italiane S.p.A.
2158116980;Anahid Basiri;Kunming University of Science, and Technology
1971530415;Jean-Francois Boulicaut;Applied Software Engineering, Graz University of Technology#TAB#
2135017585;Yoshiaki Oda;INESC-ID
2157848369;Oscar E. Ruiz;Tongji University
2124106111;Rafael Muñoz;Cheriton School of Computer Science, University of Waterloo,
2318310288;Marco Baroni;Department of Computer Science, Oslo University College, Norway
437610672;Antonio Brogi;Department of Computer Science Loughborough University Loughborough, U.K.
265271914;Samsher;Ryerson University - Toronto, Canada
2439451327;A. Taylor;Korea University
308659801;Dai Senoo;KIT,#N#Karlsruhe, Germany
182606413;Dan Vodislav;Shinshu University
2004815977;Eduardo Lleida;School of Computing Science, University of Glasgow, Glasgow, UK
2124124197;Qiyu Fang;The George Washington University.
2715227288;Akira Ikushima;IBM Research Haifa, Israel,Department of Computer Science, Ben-Gurion University of the Negev, Israel#TAB#
2162528935;Akihiro Fujiwara;Interface Studies Group, Amsterdam School for Cultural Analysis, University of Amsterdam, Amsterdam, The Netherlands
2612659008;Angela Sciacqua;Telecom ParisTech – CNRS/LTCI
2076916518;Ali Ms Zalzala;Università degli Studi di Modena e Reggio Emilia
2607993121;Christophe Simon;LARODEC Laboratory, ISG of Tunis
2165297973;Huaiyong Nie;Geometry, Algorithms and Robotics
2122108194;Mohamed Kotb;"Stockholm School of Economics;"
2486420270;Y. Kanamori;LARODEC Laboratory - Institut Supérieur de Gestion de Tunis, Tunisia
743897530;Volker Frehe;School of Computer Science & Software Engineering, the University of Western Australia, Australia
2506879740;Marcos Gonçalves Quiles;David R. Cheriton Sch. of Comput. Sci., Univ. of Waterloo, Waterloo, ON, Canada
2106923395;Christian Eckert;University of Texas at San Antonio, One UTSA Circle
2636634347;Jens Taprogge;Technical University of Dortmund#TAB#
2209510281;Mohammad Jamil;DEIS - University of Bologna, Bologna - Italy
1981689023;Joao Marques-Silva;liaoning technical university
2228786990;Randy Pollack;University of Poitiers
2810083571;Peter Axel Nielsen;Intelligent Security Systems Research Lab, Computer Science Division, The University of Memphis, Memphis, TN and Universidad Nacional de Colombia, Bogotá, Colombia#TAB#
88694571;David Lorge Parnas;School of Electrical Eng. and Computer Science, University of Ottawa, Canada
2780579292;Sivan Yogev;Department of Information Systems and Business Administration, Johannes Gutenberg-Universität Mainz, Jakob-Welder-Weg 9, Mainz 55128, Germany
2463555713;Peter Lane;Complex Adaptive System of Systems (CASoS) Engineering, Sandia National Laboratories, Albuquerque, New Mexico, USA and School of Engineering, University of New Mexico, Albuquerque, New Mexico#TAB#
2476497201;Khalid Rashid;Athens University of Economics and Business.
2119266281;Thomas K. Doyle;Hungarian Academy of Sciences.
2032097809;Syoji Kobashi;University Medical Center, Utrecht#TAB#
2616896884;Stefano Sanna;HanYang Univ.
2236503884;David J. Anderson;Laboratoire LLA Creatis, Université de Toulouse#TAB#
2053880233;Davide Valeriano;Manchester Business School University of Manchester UK
2682619595;Li Zhang;School of Knowledge Science, Japan Advanced Institute of Science and Technology, Nomi, Ishikawa, Japan#TAB#
2254214455;Gökçe Özdemir;(Pennsylvania State University)#TAB#
2096482855;Aitor Moreno;Department of mechanical and Aeronautical Engineering, University of California - Davis, USA
2114834225;J. C. Silva;Liafa/Cnrs/Université Paris Diderot-Paris 7, France#TAB#
237969062;Roberto Tamassia;Department of Educational and Counselling Psychology McGill University
2063342762;James W. Hearne;Foundation Medicine Inc.
2680543176;Soyoung Doo;Department of Computer Science and Program in Literary and Cultural Theory, Carnegie Mellon University, Pittsburgh, PA
2222746049;Thomas Colcombet;Department of Computer Science, Faculty of Engineering, Yamanashi University, Kofu, Japan#TAB#
2586392733;Florian Goertz;Lancaster University ()
2164877724;Rita Suzana Pitangueira Maciel;Honorary Visiting Professor, Center for Soft Computing Research, Indian Statistical Institute, Kolkata, India & UGC Visiting Professor, Centre for Cognitive Science Jadavpur University, Kolkat ...#TAB#
367551089;Ulrich Büker;Conservatoire National des Arts et Métiers >  >  >  >
2154438482;Encarna Segarra;Space Time Research, Melbourne
2162211434;Ivo G. Rosenberg;Center of Math Computing and Software Engineering Zhejiang, Sci-Tech University Hangzhou, Zhejiang, China
2648202377;Ai-ju Chen;IBM, China Research Lab, Beijing, China
2134492490;Nazareno M. Aguirre;Nuremberg Institute of Technology
2169631415;W. F. Smyth;Department of Agricultural and Applied Economics , University of Georgia , Athens, USA
2114445323;Hyuntae Kim;University of Vigo
2307479915;Masahiko Sugimoto;OFS Laboratories, Somerset, USA
2826964815;M. P. Reddy;"Aichi Shukutoku University;"
2169578825;Leonor Teixeira;Intelligent Security Systems Research Lab, Computer Science Division, The University of Memphis, Memphis, TN and Universidad Nacional de Colombia, Bogotá, Colombia#TAB#
2291738190;Ning Gao;University of Southern Denmark
2136522766;Yuka Takai;University of Piraeus#TAB#
2308820765;Haider Khan;Complex Adaptive System of Systems (CASoS) Engineering, Sandia National Laboratories, Albuquerque, New Mexico, USA and School of Engineering, University of New Mexico, Albuquerque, New Mexico#TAB#
2085768537;Andrea Marrella;Xiamen University
2043148907;Ralf Molitor;PRISMA Lab, Department of Electrical Engineering and Information Technology, Universit di Napoli Federico II, Napoli, Italy#TAB#
1093591045;Christian Terboven;IBM Research Haifa, Israel,Department of Computer Science, Ben-Gurion University of the Negev, Israel#TAB#
2157864456;Motoyoshi Kurokawa;CMAP, Ecole Polytechnique Palaiseau France
2115124847;Rayford B. Vaughn;University of Wroclaw
2213484118;Vincent G. Duffy;Hsing Wu College, Taipei County, Taiwan, China 244#TAB#
33206313;Angelos Hliaoutakis;University of california at San Diego
2109906877;Niklas Klein;Technical University of Braunschweig
2121684553;Hyun-Yeol Chung;Instituto Recôncavo de Tecnologia, Universidade do Estado da Bahia, Bahia, Brazil#TAB#
2043658062;Michel Pitermann;Computer Science Department, University College Cork, Cork, Ireland, email: g.provan@cs.ucc.ie#TAB#
2102234875;Patricia Rayón Villela;Department of Biology, University of Florida#TAB#
2007159491;Wieslaw Kubiak;Institut für Angewandte Mathematik, Universität Hannover, Hannover, Germany
2136616430;J. Ian Munro;Indian Institute of Management, Bangalore.
2496451522;Chorng-Shyr Jou;Dept. of Computer Science and Technology, Tsinghua University, Beijing China
2051314497;Mukkai S. Krishnamoorthy;Department of Mathematics, University of Turku, Turku, Finland,Turku Centre for Computer Science, Finland
2008059451;Andreas Herkersdorf;#N##TAB##TAB##TAB##TAB# Freie Universitaet Berlin, Germany#N##TAB##TAB##TAB#
2662766058;Michael Ehret;University of Information Technology, Ho Chi Minh City, Vietnam#TAB#
1990920468;Jianying Gu;University of Massachusetts,Boston
2848069743;Walter Truszkowski;Chu Shang Show Chwan Hospital, Taiwan, R.O.C#TAB#
1974593854;James F. Brinkley;VTT-Technical Research Centre of Finland
2096366321;Sunghyun Choi;Synopsys, India
2096618501;João Alexandre Leite;Chongqing Jiaotong University
2624065882;Philip J. Murphy;Department of Computer Engineering, IUST, Tehran, Iran
2123200342;Sen Cao;Loughborough University UK
135218249;John R. Douceur;Institute of Signal Processing and Speech Communication (4420)
2642066510;Bingquan Liu;MultiMedia University
2396751389;Dan Defend;Heriot-Watt University, Department of Computing & Electrical Engineering, Edinburgh, U.K.#TAB#
2444626849;Wei Song;Kurukshetra university
2051241129;Koen Hindriks;Key Laboratory for Information System Security, Ministry of Education, Tsinghua National Laboratory for Information Science and Technology, School of Software, Tsinghua University, Beijing, China#TAB#
2301169206;Karl Rihaczek;"Landcare Research;"
2100025287;Markus Harmsen;Graduate Sch. of Sci. & Technol., Shinshu Univ., Nagano, Japan
2164216406;Antonio Mario Sette;University Of Ulster
2013947891;Djamel Fawzi Hadj Sadok;(University of Hamburg, Hamburg, Germany)
2635115182;Heru Agus Santoso;"Research Center ""E. Piaggio"", Universit di Pisa, Pisa, Italy#TAB#"
2096406628;Rui Liao;Hochschule Darmstadt, University of Applied Sciences, Darmstadt, Germany#TAB#
2396137797;Josh Koberstein;Beijing Technology and Business University
335443309;Nick Koudas;Cognitive Robotics Lab, Control and Intelligent Processing Center of Excellence, School of ECE., College of Eng., Univ. of Tehran, Iran,School of Cognitive Sciences, Institute for Research in Fund ...#TAB#
2054649867;Svetlana Sheremetyeva;Graduate Sch. of Sci. & Technol., Shinshu Univ., Nagano, Japan
2306492154;Pietro Baroni;Department of Mathematics, University of Turku, Turku, Finland,Turku Centre for Computer Science, Finland
2045048492;Frank Dengler;Faculty of Computer Science University of New Brunswick Fredericton, NB, Canada
2717498109;Dominik Novotni;Dongeui University
2119672063;Yunhui Zhuang;ENS Cachan
2678506758;Anne M. Landraud;Los Alamos National Laboratory, Los Alamos, NM
2973623208;P. J. Ashton;Mokpo national Maritime University
2638566427;Wayne L. Zorn;Corporate Research and Development Center, Toshiba Corporation, Kawasaki, Japan
2108061981;Yi-Nan Guo;Conservatoire National des Arts et Métiers >  >  >  >
2400393373;James Threlfall;Computer Science Department, University College Cork, Cork, Ireland, email: g.provan@cs.ucc.ie#TAB#
2687098427;Robert Glenn Howard;Kaohsiung CianFong Junior High School
2097955466;Junji Tomita;China Agricultural Univ.
2722697026;Daniel Smyth;Universidade Federal de Pernambuco. Recife, Pernambuco
2944279807;Michel Morel;School of Information Science & Engineering, Central South University, P.R. China,Department of Computer Science and Engineering, Texas A&M University#TAB#
2395546445;Jacques Vancleve;"Ecole Normale Supérieure de Lyon;"
2394986182;Alauddin Alomary;Department of Organizational Leadership and Strategy, Brigham Young University
2017228807;Mark Northover;College of Computing, Georgia Institute of Technology Atlanta
2792990686;Richard L. Grimsdale;Poznan Univ. of Econ., Poland
2001113056;Aitor Murguzur;University of Oxford
141736819;Yoshinori Sagisaka;Department of EECS, Vanderbilt University, Box 1824B, Nashville, TN 37235. U.S.A.#TAB#
2504861647;Hee-Sun Won;Department of Accounting, Finance and Information Management College of Business, Oregon State University, Corvallis, USA
2647294683;Chunye Li;Division of Management Information Science, Dong-A University, Busan, South Korea
2719273624;Henrik Lochmann;IRIS, ETH, Zürich, Switzerland
2117053784;Christian Matt;Universidade do Estado da Bahia, Bahia, Brazil#TAB#
111858739;Enver Kayaaslan;School of Electronic and Electrical Engineering, Wuhan Textile University, Wuhan, China#TAB#
2667735453;Adrian Sandu;School of Computer Science and Informatics, University College Dublin,Ireland
2136798047;João Gabriel Silva;Technion-Israel Institute of Technology, Haifa
2481405770;Dione Taschetto;Dept. of Computer and Information Systems, University of Strathclyde, Glasgow, UK#TAB#
2280165676;Gaowei Wu;Kyushu Inst. of Tech.
89813987;Rimas Avizienis;Lunghwa Univ. of Sci. & Technol.
2152920734;Takayuki Tanaka;"Ecole Centrale de Lyon;"
1161306047;Andrea Malsbender;Erasmus University
2691696793;Yuanmei Wang;Universidade Nova de Lisboa,#TAB#
2082160894;Torsten Fiolka;Helsinki University of Technology
1975599027;Stefan Gruner;Delft University of Technology
2673248862;Peter A. C. Verkoulen;Corvinus University of Budapest,  Budapest
1625632746;Agostino Cortesi;U. Prof. Adolfo López Mateos
2424768684;Lu Wei;China North Vehicle Research Institute
2101260747;Anthony N. Nguyen;Aalborg University.
2168202736;Yoshihiro Shima;Center for Information Engineering Science Research, School of Electronic and Information Engineering, Xi’an Jiaotong University, Xi’an, China
581652684;Rodrigo de A. Hausen;Department of Computing Science, University of Aberdeen, Scotland, UK
2309651542;Huaijie Zhu;School of Mathematical & Computer Sciences, Computer Science
2782607310;Yen Ting Yang;Dept. of Electrical and Electronic Engineering, University of Cagliari., Cagliari, Italy
2421664160;Fabio Paternò;Intelligent Vision Systems Group, University of Bonn, Germany#TAB#
2476262321;Jong-Bae Kim;University Medical Center, Utrecht#TAB#
2098053159;Jung Yeong Hwang;Dept. of Computer Science, Iowa State University#TAB#
2127684591;Elke Lütjen-Drecoll;Department of Engineering, Shinshu University, Nagano, Japan
716920589;Claus Rautenstrauch;Dept. of Cybernetics Faculty of Electrical Engineering, Czech Technical University, Prague, Czech Republic
2219603343;Bing Jian;Federal University of Santa Catarina
2506363818;Tutut Herawan;University of Cagliari >  >  >  >
2125081987;Lloyd G. Williams;Dept. of Comput. Sci. & Eng., Hong Kong Univ. of Sci. & Technol., Hong Kong, China
2157065641;Richard Y. Wang;McGill University
704834296;Norman Sondheimer;FernUniversitat in Hagen
2423559224;Michael Kuhn;Northeast China Institute of Electric Power Engineering
281622442;Luis Fernando Gutierrez-Marfileno;University of Huddersfield,
2027806348;Yuka Shimajiri;university of malaga
2706594058;Shmuel Safra;national Cheng Kung University
2665343389;Guo-Hong Ding;Department of Biomedical Engineering and Computational Science, Aalto University, Finland
2938518080;Takanori Aoki;QCyCAR Research Group, Escuela Superior de Informática, Universidad de Castilla-La Mancha, Ciudad Real, Spain#TAB#
2276958553;Simone Palmieri;Inst. of Inf. Syst., Vienna Univ. of Technol., Vienna, Austria#TAB#
2155856586;Dariusz R. Kowalski;IBM Research Haifa, Israel,Department of Computer Science, Ben-Gurion University of the Negev, Israel#TAB#
2056295772;Wilhelm Rödder;Department of Computing Science, University of Aberdeen, Scotland, UK
1981818736;Horst Hellbrück;University of Southern Denmark
2714970377;Hisham Petry;Aeronautics Institute of Technology (ITA)
2133683511;Manjunath Gorentla Venkata;WWU Muenster - ERCIS
2436128035;Peter C. Mason;TECHNISCHE UNIVERSITÄT DORTMUND
2950877104;Chen-Chieh Yeh;QCyCAR Research Group, Escuela Superior de Informática, Universidad de Castilla-La Mancha, Ciudad Real, Spain#TAB#
2625640996;Yi Zhou;CIFASIS-CONICET, Universidad Nacional de Rosario, Argentina#TAB#
2142169863;José B. Mariño;"Jadavpur University;"
2123666550;E. Douglas Jensen;University of Alberta
2172157593;Hideki Shima;The Tramshed
2307508930;Qifeng Zhu;Zhejiang Univ. of Technology
2140245531;Rocío Cascajo Jiménez;University of Leiden, Leiden, The Netherlands,
2265930772;Mohammad Reza Haji Samadi;Universidade Nova de Lisboa,#TAB#
2661470671;Paul Carpenter;ShaanXi University of Science and Technology
2431321353;Jianwen Cao;Department of Computer Science, University of Regina, Cananda
2168709908;Kristin Carlson;FZI Forschungszentrum Informatik, Karlsruhe, Germany and Institut AIFB, Universitaet Karlsruhe, Karlsruhe, Germany#TAB#
2571208347;Emilio del Rosal García;CNR, Area della Ricerca
2585044478;Yutaka Wada;Universidad Politecnica de Valencia, Camino de Vera s/n, 46022 Valencia (Spain)#TAB#
